trustScore,bucket,fileArtist,fileTitle,rvtr,graphArtist,graphTitle,identitySource,artistScore,titleScore,baseTitleScore,combinedScore,flags,filePath
13,suspicious,D Angelo,Brown Sugar,RVTR027013,d'angelo,Brown Sugar,hot100_vdj,0,100,100,55,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/D Angelo - Brown Sugar.mp4
18,suspicious,DeFranco Family,"Heartbeat, Its A Lovebeat",RVTR614730,The Defranco Family,Heartbeat It'S A Lovebeat,hot100,97,20,50,52,wrong_layer|base_title_exact_surface_mismatch,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/DeFranco Family - Heartbeat, Its A Lovebeat.mp4"
20,suspicious,Trashmen,Surfinbird,RVTR404390,The Trashmen,Surfin' Bird,hot100,95,0,0,40,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Trashmen - Surfinbird.mp4
22,suspicious,LL Cool J,Doin' It,RVTR627262,ll cool j,Doin It,hot100_vdj,100,0,0,42,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/LL Cool J - Doin' It.mp4
22,suspicious,3OH!3,Touchin' On My,RVTR919813,3oh!3,Touchin On My,hot100,100,0,0,42,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/3OH!3 - Touchin' On My.mp4
26,suspicious,The B-52's,Roam,RVTR539573,The B-52s,Roam,hot100,33,100,100,55,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The B-52's - Roam.mp4
32,suspicious,Fall Out Boy,"Sugar, We're Goin Down",RVTR952830,fall out boy,Sugar We'Re Goin' Down,hot100,100,33,60,61,wrong_layer|base_title_exact_surface_mismatch,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Fall Out Boy - Sugar, We're Goin Down.mp4"
34,suspicious,Bob Dylan,It's Alright Ma (I'm Only Bleeding) (Bob Dylan Anniversary)  (1993),RVTR779669,bob dylan,It'S Alright Ma I'M Only Bleeding,vdj,100,92,90,95,title_artist_inversion,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Bob Dylan - It's Alright Ma    (1993) (Bob Dylan Anniversary, I'm Only Bleeding).mp4"
34,suspicious,Bob Dylan,It's Alright Ma (I'm Only Bleeding) (Bob Dylan Anniversary) (1965) (1993),RVTR779669,bob dylan,It'S Alright Ma I'M Only Bleeding,vdj,100,91,90,95,title_artist_inversion,/Volumes/DJ  MAIN/DJ MEDIA/VIDEO/VOBs/Bob Dylan - It's Alright Ma (I'm Only Bleeding) (Bob Dylan Anniversary)  (1993).mov
35,suspicious,The Chantays,Pipeline,RVTR377978,chantay's,Pipeline,hot100,0,100,100,55,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Chantays - Pipeline.mp4
42,suspicious,Lou Christie,Lightnin Strikes (Midnight Special),RVTR479328,lou christie,Lightnin' Strikes,hot100,100,20,33,54,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Lou Christie - Lightnin Strikes (Midnight Special).mp4
42,suspicious,The Moody Blues,Tuesday Afternoon,RVTR203662,The Moody Blues,Tuesday A Feat Ernoon Forever A Feat Ernoon,hot100,100,20,20,54,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Moody Blues - Tuesday Afternoon.mp4
42,suspicious,Sugarhill Gang,Good Times & Rappers Delight,RVTR234403,sugarhill gang,Rapper'S Delight,hot100,100,20,20,54,,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Sugarhill Gang - Good Times & Rappers Delight.mp4
45,suspicious,The B-52's,Rock Lobster (Live),RVTR284275,The B-52s,Rock Lobster,hot100,33,95,100,52,,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The B-52's - Rock Lobster (Live).mp4
47,suspicious,Bee Gees,"How Deep Is Your Love - Bee Gees cover feat. Josh Turner, Reina del Cid, Carson McKee",RVTR148782,bee gees,How Deep Is Your Love,hot100,100,87,87,92,title_artist_inversion,"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/How Deep Is Your Love feat. Josh Turner, Reina del Cid, Carson McKee - How Deep Is Your Love - Bee Gees cover.mp4"
48,suspicious,Captain & Tennille,Love Will Keep Us Together,RVTR880717,The Captain,Love Will Keep Us Together,hot100,33,100,100,55,,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Captain & Tennille - Love Will Keep Us Together.mp4
48,suspicious,The B-52's,Rock Lobster,RVTR284275,The B-52s,Rock Lobster,hot100,33,100,100,55,,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The B-52's - Rock Lobster.mp4
48,suspicious,The B-52's,Love Shack,RVTR586454,The B-52s,Love Shack,hot100,33,100,100,55,,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The B-52's - Love Shack.mp4
48,suspicious,The B-52's,Private Idaho,RVTR395767,The B-52s,Private Idaho,hot100,33,100,100,55,,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The B-52's - Private Idaho.mp4
48,suspicious,"Raconteurs, The","Steady, As She Goes",RVTR686334,The Raconteurs,Steady As She Goes,hot100,33,100,100,55,,"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Raconteurs, The - Steady, As She Goes.mp4"
49,low,Rick Nelson,It s Up To You,RVTR896029,rick nelson,It'S Up To You,hot100_vdj,100,50,50,71,wrong_layer|base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1950's/Rick Nelson - It s Up To You.mp4
49,low,Queen,You re My Best Friend,RVTR084326,queen,You'Re My Best Friend,hot100_vdj,100,50,50,71,wrong_layer|base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Queen - You re My Best Friend.mp4
49,low,Molly Hatchet,Flirtin  With Disaster,RVTR435080,molly hatchet,Flirtin' With Disaster,hot100,100,50,50,71,wrong_layer|base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Molly Hatchet - Flirtin  With Disaster.mp4
49,low,Blink 182,Whats My Age Again,RVTR750527,blink-182,What'S My Age Again,hot100,100,50,50,71,wrong_layer|base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Blink 182 - Whats My Age Again.mp4
49,low,Godsmack,Cryin  Like A Bitch,RVTR801046,godsmack,Cryin' Like A Bitch,hot100,100,50,50,71,wrong_layer|base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Godsmack - Cryin  Like A Bitch.mp4
50,suspicious,Little River Band,Little River Band - Help Is On Its Way,RVTR872741,little river band,Help Is On Its Way,hot100,100,91,91,95,title_artist_inversion,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Little River Band - Help Is On Its Way.mp4
51,suspicious,Elton John,Don t Go Breaking My Heart (The Muppet Show),RVTR289559,elton john,Don'T Go Breaking My Heart,hot100,100,29,50,59,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elton John - Don t Go Breaking My Heart (The Muppet Show).mp4
53,low,The Foundations,"Baby, Now That I ve Found You",RVTR786434,The Foundations,Baby Now That I'Ve Found You,hot100,100,57,83,75,wrong_layer|base_title_exact_surface_mismatch,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Foundations - Baby, Now That I ve Found You.mp4"
53,suspicious,Human League,Human,RVTR503290,The Human League,Human,hot100_vdj,96,100,100,98,artist_title_inversion,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Human League - Human.mp4
54,suspicious,Anne Murray,Dannys Song,RVTR899250,anne murray,Danny'S Song,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Anne Murray - Dannys Song.mp4
54,suspicious,Frankie Valli,Swearin To God,RVTR812965,frankie valli,Swearin' To God,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Frankie Valli - Swearin To God  1975 official video marco polo dj edit musica retro 70  hq.mp4
54,suspicious,Gwen McCrae,Rockin Chair,RVTR422909,gwen mccrae,Rockin' Chair,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Gwen McCrae - Rockin Chair.mp4
54,suspicious,Minnie Riperton,Lovin You,RVTR508665,minnie riperton,Lovin' You,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Minnie Riperton - Lovin You.mp4
54,suspicious,David Lee Roth,Goin Crazy,RVTR229565,david lee roth,Goin' Crazy,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/David Lee Roth - Goin Crazy.mp4
54,suspicious,Glenn Frey,Smugglers Blues,RVTR887287,glenn frey,Smuggler'S Blues,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Glenn Frey - Smugglers Blues.mp4
54,suspicious,Heart,Nothin At All,RVTR657637,heart,Nothin' At All,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Heart - Nothin At All.mp4
54,suspicious,Sugarhill Gang,Rappers Delight,RVTR234403,sugarhill gang,Rapper'S Delight,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Sugarhill Gang - Rappers Delight.mp4
54,suspicious,Beck,Devils Haircut,RVTR224723,beck,Devil'S Haircut,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Beck - Devils Haircut.mp4
54,suspicious,Xscape,Just Kickin It,RVTR396672,xscape,Just Kickin' It,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Xscape - Just Kickin It.mp4
54,suspicious,New Boyz,Youre A Jerk,RVTR392736,new boyz,You'Re A Jerk,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/New Boyz - Youre A Jerk.mp4
54,suspicious,A$AP Rocky,Fkin' Problems,RVTR919905,A$ap Rocky,F Kin Problems,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/A$AP ROCKY - Fkin' Problems.mp4
54,suspicious,J. Cole,Foldin' Clothes,RVTR895822,j. cole,Foldin Clothes,hot100,100,33,33,61,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/J. Cole - Foldin' Clothes.mp4
54,suspicious,Usher,Hey Daddy (Daddy’s Home),RVTR130568,usher,Hey Daddy Daddy'S Home,hot100,100,33,90,61,,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Usher - Hey Daddy (Daddy’s Home).mp4
55,low,Black Pumas,(Sittin’ On) the Dock of the Bay,RVTR389178,Black Pumas,Sittin' On The Dock Of The Bay,vdj,100,50,93,71,,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Black Pumas -  the Dock of the Bay (Sittin’ On).mp4
55,low,Poison,Nothin  But A Good Time,RVTR116993,poison,Nothin' But A Good Time,hot100,100,60,60,77,wrong_layer|base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Poison - Nothin  But A Good Time.mp4
55,low,Simply Red,If You Don t Know Me By Now,RVTR014107,simply red,If You Don'T Know Me By Now,hot100_vdj,100,60,60,77,wrong_layer|base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Simply Red - If You Don t Know Me By Now.mp4
55,low,Bon Jovi,This Ain t A Love Song,RVTR636324,bon jovi,This Ain'T A Love Song,hot100_vdj,100,60,60,77,wrong_layer|base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Bon Jovi - This Ain t A Love Song.mp4
59,medium,3 Doors Down,When I m Gone,RVTR694462,3 doors down,When I'M Gone,hot100,100,67,67,81,wrong_layer|base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/3 Doors Down - When I m Gone.mp4
62,low,Jimmy Castor Bunch,Troglodyte (Cave Man),RVTR711949,jimmy castor bunch,Troglodyte Cave Man,vdj,100,100,93,100,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Jimmy Castor Bunch - Troglodyte (Cave Man).mp4
62,low,Christopher Cross,Arthur s Theme (Best That You Can Do),RVTR725911,christopher cross,Arthur S Theme Best That You Can Do,vdj,100,100,90,100,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Christopher Cross - Arthur s Theme (Best That You Can Do).mp4
62,low,Human League,(Keep Feeling) Fascination,RVTR993668,human league,Keep Feeling Fascination,vdj,100,100,91,100,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Human League - Fascination (Keep Feeling).mp4
62,low,John Parr,St. Elmo s Fire (Man in Motion),RVTR545448,john parr,St Elmo S Fire Man In Motion,vdj,100,100,91,100,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/John Parr - St. Elmo s Fire (Man in Motion).mp4
62,low,Paul Lekakis,Boom Boom (Let s Go Back To My Room),RVTR715690,paul lekakis,Boom Boom Let S Go Back To My Room,vdj,100,100,88,100,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Paul Lekakis - Boom Boom (Let s Go Back To My Room).mp4
62,low,Stray Cats,(She s) Sexy & 17,RVTR343285,stray cats,She S Sexy 17,vdj,100,100,93,100,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Stray Cats - Sexy & 17 (She s).mp4
62,low,The Icicle Works,Whisper To A Scream (Birds Fly),RVTR135174,The Icicle Works,Whisper To A Scream Birds Fly,vdj,100,100,94,100,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Icicle Works - Whisper To A Scream (Birds Fly).mp4
62,low,All American Rejects,Dirty Little Secret,RVTR906556,all-american rejects,Dirty Little Secret,vdj,100,100,100,100,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/All American Rejects - Dirty Little Secret.mp4
62,low,Jazmine Sullivan,Holding You Down (Goin' In Circles),RVTR716146,jazmine sullivan,Holding You Down Goin' In Circles,vdj,100,100,91,100,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Jazmine Sullivan - Holding You Down (Goin' In Circles).mp4
66,low,Elton John & George Michael,Don t Let The Sun Go Down On Me (Live Aid),RVTR105009,elton john,Don'T Let The Sun Go Down On Me,hot100,89,50,67,66,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elton John & George Michael - Don t Let The Sun Go Down On Me (Live Aid).mp4
66,low,Elton John & George Michaelhael,Don t Let The Sun Go Down On Me (Live Aid),RVTR105009,elton john,Don'T Let The Sun Go Down On Me,hot100,88,50,67,66,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elton John & George Michael - Don t Let The Sun Go Down On Me (Live Aid).mp4.mp4).mp4
66,low,Barry White,"Can t Get Enough Of Your Love, Babe (Dub)",RVTR855851,barry white,Can'T Get Enough Of Your Love Babe,hot100,100,44,71,68,base_title_exact_surface_mismatch,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Barry White - Can t Get Enough Of Your Love, Babe.mp4"
66,low,Fall Out Boy,"Little Less Sixteen Candles, A Little More 'Touch Me', A",RVTR981315,fall out boy,A Little Less Sixteen Candles A Little More Touch Me,hot100,100,44,63,68,,"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Fall Out Boy - Little Less Sixteen Candles, A Little More 'Touch Me', A.mp4"
71,low,The Beatles,A Hard Days Night,RVTR140033,The Beatles,A Hard Day'S Night,hot100,100,50,50,71,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - A Hard Days Night.mp4
71,low,The Rolling Stones,Jumpin Jack Flash,RVTR592570,The Rolling Stones,Jumpin' Jack Flash,hot100,100,50,50,71,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Rolling Stones - Jumpin Jack Flash.mp4
71,low,The Seeds,Pushin Too Hard,RVTR952470,The Seeds,Pushin' Too Hard,hot100,100,50,50,71,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Seeds - Pushin Too Hard.mp4
71,low,Bad Company,Feel Like Makin Love 1975,RVTR918814,bad company,Feel Like Makin' Love,hot100,100,50,50,71,,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bad Company - Feel Like Makin Love 1975.mp4
71,low,Bob Dylan,Knockin On Heaven's Door,RVTR279770,bob dylan,Knockin' On Heaven'S Door,hot100,100,50,50,71,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bob Dylan - Knockin On Heaven's Door.mp4
71,low,Engelbert Humperdinck,After The Lovin',RVTR235294,engelbert humperdinck,A Feat Er The Lovin',hot100,100,50,50,71,,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Engelbert Humperdinck - After The Lovin'.mp4
71,low,Harry Chapin,Cats in the Cradle,RVTR886880,harry chapin,Cat'S In The Cradle,hot100,100,50,50,71,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Harry Chapin - Cats in the Cradle.mp4
71,low,Madonna,Papa Dont Preach,RVTR706725,madonna,Papa Don'T Preach,hot100,100,50,50,71,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Madonna - Papa Dont Preach.mp4
71,low,Taco,Puttin on the Ritz,RVTR030949,taco,Puttin' On The Ritz,hot100,100,50,50,71,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Taco - Puttin on the Ritz.mp4
71,low,Tom Petty,Runnin Down A Dream,RVTR986036,tom petty,Runnin' Down A Dream,hot100,100,50,50,71,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Tom Petty - Runnin Down A Dream.mp4
71,low,Annie Lennox,No More I Love Yous,RVTR673817,annie lennox,No More I Love You'S,hot100,100,50,50,71,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Annie Lennox - No More I Love Yous.mp4
71,low,Colbie Caillat,Fallin For You,RVTR607189,colbie caillat,Fallin' For You,hot100,100,50,50,71,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Colbie Caillat - Fallin For You.mp4
71,low,Yung Joc,It's Goin Down,RVTR082310,yung joc,It'S Goin' Down,hot100,100,50,50,71,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Yung Joc - It's Goin Down.mp4
71,low,Kip Moore,Somethin' Bout A Truck,RVTR721564,kip moore,Somethin' 'Bout A Truck,hot100,100,50,50,71,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Kip Moore - Somethin' Bout A Truck.mp4
74,medium,KLF,3 A.M. Eternal,RVTR633543,The Klf,3 A M Eternal,hot100,91,100,100,96,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/KLF - 3 A.M. Eternal.mp4
76,medium,J Geils Band,Centerfold,RVTR145789,The J. Geils Band,Centerfold,hot100,96,100,100,98,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/J Geils Band - Centerfold.mp4
76,medium,J Geils Band,Freeze Frame,RVTR752304,The J. Geils Band,Freeze Frame,hot100,96,100,100,98,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/J Geils Band - Freeze Frame.mp4
76,medium,J Geils Band,Love Stinks,RVTR737964,The J. Geils Band,Love Stinks,hot100_vdj,96,100,100,98,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/J Geils Band - Love Stinks.mp4
76,medium,The Bar‐Kays,Freakshow on the Dance Floor,RVTR787844,bar-kays,Freakshow On The Dance Floor,hot100,95,100,100,98,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Bar‐Kays - Freakshow on the Dance Floor.mp4
76,medium,Notorious B.I.G.,Mo Money Mo Problems,RVTR959356,The Notorious B.i.g,Mo Money Mo Problems,hot100,96,100,100,98,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Notorious B.I.G. - Mo Money Mo Problems.mp4
76,medium,Killers,Mr. Brightside,RVTR989769,The Killers,Mr Brightside,hot100,95,100,100,98,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Killers - Mr. Brightside.mp4
76,medium,Offspring,"You're Gonna Go Far, Kid",RVTR668795,The Offspring,You'Re Gonna Go Far Kid,hot100,96,100,100,98,wrong_layer,"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Offspring - You're Gonna Go Far, Kid.mp4"
76,medium,The Count Five,Psychotic Reaction,RVTR378952,count five,Psychotic Reaction,hot100_vdj,96,100,100,98,wrong_layer,/Volumes/DJ  MAIN/DJ MEDIA/VIDEO/1960's/The Count Five - Psychotic Reaction .mp4
77,low,Brownsville Station,Smokin' In The Boys Room,RVTR911780,brownsville station,Smokin' In The Boy'S Room,hot100,100,60,60,77,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Brownsville Station - Smokin' In The Boys Room.mp4
77,low,Elvis Presley,Cant Help Falling In Love,RVTR827394,elvis presley,Can'T Help Falling In Love,hot100,100,60,60,77,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elvis Presley - Cant Help Falling In Love.mp4
77,low,Mac Davis,Baby Dont Get Hooked On Me,RVTR654587,mac davis,Baby Don'T Get Hooked On Me,hot100,100,60,60,77,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Mac Davis - Baby Dont Get Hooked On Me.mp4
77,low,Chaka Khan,What Cha Gonna Do For Me,RVTR282175,chaka khan,What Cha' Gonna Do For Me,hot100,100,60,60,77,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Chaka Khan - What Cha Gonna Do For Me.mp4
77,low,Rocky Burnette,Tired Of Toein The Line,RVTR141210,rocky burnette,Tired Of Toein' The Line,hot100,100,60,60,77,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Rocky Burnette - Tired Of Toein The Line.mp4
77,low,Weezer,If Youre Wondering If I Want You To I Want You To,RVTR097473,weezer,If You'Re Wondering If I Want You To I Want You To,hot100,100,60,60,77,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Weezer - If Youre Wondering If I Want You To I Want You To.mp4
77,medium,Sanford Townsend Band,Smoke From A Distant Fire,RVTR326181,The Sanford/townsend Band,Smoke From A Distant Fire,hot100_vdj,98,100,100,99,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Sanford Townsend Band - Smoke From A Distant Fire.mp4
77,medium,'NSYNC,God Must Have Spent A Little More Time On You,RVTR163787,*nsync,God Must Have Spent A Little More Time On You,hot100,97,100,100,99,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/'NSYNC - God Must Have Spent A Little More Time On You.mp4
77,medium,Smashing Pumpkins,"Tonight, Tonight",RVTR322140,The Smashing Pumpkins,Tonight Tonight,hot100,97,100,100,99,wrong_layer,"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Smashing Pumpkins - Tonight, Tonight.mp4"
77,medium,'NSYNC,It's Gonna Be Me,RVTR668403,*nsync,It'S Gonna Be Me,hot100,97,100,100,99,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/'NSYNC - It's Gonna Be Me.mp4
77,medium,All American Rejects,Gives You Hell,RVTR939314,The All-american Rejects,Gives You Hell,hot100_vdj,97,100,100,99,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/All American Rejects - Gives You Hell.mp4
77,medium,All American Rejects,It Ends Tonight,RVTR655020,The All-american Rejects,It Ends Tonight,hot100_vdj,97,100,100,99,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/All American Rejects - It Ends Tonight.mp4
77,medium,All American Rejects,Move Along,RVTR929815,The All-american Rejects,Move Along,hot100_vdj,97,100,100,99,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/All American Rejects - Move Along.mp4
77,medium,Lenny Kravitz,Where Are We Runnin?,RVTR753585,lenny kravitz,Where Are We Runnin',hot100,100,99,99,99,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Lenny Kravitz - Where Are We Runnin_.mp4
78,medium,Miley Cyrus,Heart Of Glass (iHeart Festival Remix),RVTR461279,miley cyrus,Heart Of Glass,vdj,100,89,100,94,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Miley Cyrus - Heart Of Glass (iHeart Festival Remix).mp4
78,medium,Electric Boys,All Lips N  Hips,RVTR971812,electric boys,All Lips N' Hips,hot100,100,100,100,100,wrong_layer,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Electric Boys - All Lips N  Hips.mp4
78,medium,Dan & Shay,"10,000 Hours",RVTR848359,dan + shay,10 000 Hours,hot100,100,100,100,100,wrong_layer,"/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Dan & Shay - 10,000 Hours.mp4"
79,low,Every Mother's Son,Come On Down To My Boat,RVTR279143,every mothers' son,Come On Down To My Boat,hot100,50,100,100,79,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Every Mother's Son - Come On Down To My Boat.mp4
79,medium,Kenny Rogers & The First Edition,Ruby Don t Take Your Love To Town,RVTR877473,kenny rogers,Ruby Don'T Take Your Love To Town,hot100,90,71,71,79,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Kenny Rogers & The First Edition - Ruby Don t Take Your Love To Town.mp4
79,low,Dexy's Midnight Runners,Come On Eileen,RVTR838162,dexys midnight runners,Come On Eileen,hot100,50,100,100,79,,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Dexy's Midnight Runners - Come On Eileen.mp4
79,low,"Pussycat Dolls, The",I Hate This Part,RVTR340098,The Pussycat Dolls,I Hate This Part,hot100_vdj,50,100,100,79,,"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Pussycat Dolls, The - I Hate This Part.mp4"
79,medium,Roy Orbison,Pretty Woman (Extended)  (1987),RVTR870712,roy orbison,Pretty Woman,vdj,100,91,100,95,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Roy Orbison - Pretty Woman   (1987) (Extended).mp4
79,medium,KC & The Sunshine Band,Get Down Tonight (Tom Moulton Mix),RVTR643247,K.C. & The Sunshine Band,Get Down Tonight,vdj,100,91,100,95,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/KC & The Sunshine Band - Get Down Tonight (Tom Moulton Mix).mp4
79,medium,Paul McCartney,Let It Be,RVTR180531,paul mccartney,Let It Be Live Aid,vdj,100,91,95,95,,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Paul McCartney - Let It Be.mp4
79,medium,Suzanne Vega,Tom's Diner (DNA Remix),RVTR629546,suzanne vega,Tom'S Diner,vdj,100,92,100,95,base_title_exact_surface_mismatch,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Suzanne Vega - Tom's Diner (DNA Remix).mp4
